CloseTimeMs,Date,Open,High,Low,Close,Volume,TouchUpperQ,TouchLowerQ
1759760999999,2025-10-06 11:25:00,4642.43,4665.99,4632.98,4660.37,48583.583,1,0
1759761299999,2025-10-06 11:30:00,4660.37,4676.63,4658.22,4671.44,44206.526,0,0
1759761599999,2025-10-06 11:35:00,4670.19,4674.73,4663.62,4664.44,26824.12,0,0
1759761899999,2025-10-06 11:40:00,4664.43,4664.44,4647.02,4651.64,32005.862,0,0
1759762199999,2025-10-06 11:45:00,4651.65,4657.0,4650.73,4654.1,12377.807,0,0
1759762499999,2025-10-06 11:50:00,4654.09,4654.09,4642.0,4643.27,18549.963,0,1
1759762799999,2025-10-06 11:55:00,4643.28,4643.28,4633.35,4636.0,31395.328,0,0
1759763099999,2025-10-06 12:00:00,4637.14,4651.19,4636.38,4650.31,18904.831,0,1
1759763399999,2025-10-06 12:05:00,4650.17,4655.92,4646.02,4647.31,16652.384,0,0
1759763699999,2025-10-06 12:10:00,4648.15,4655.16,4647.62,4654.0,8783.674,0,0
1759763999999,2025-10-06 12:15:00,4654.01,4679.0,4654.0,4673.17,38663.584,0,0
1759764299999,2025-10-06 12:20:00,4673.04,4692.91,4673.04,4686.0,62411.342,0,0
